Date,High,Low,Open,Close,Volume,Adj Close
2022-01-03,170.70350646972656,166.16050720214844,167.5500030517578,170.4044952392578,63520000.0,170.4044952392578
2022-01-04,171.39999389648438,166.34950256347656,170.43800354003906,167.52200317382812,70726000.0,167.52200317382812
2022-01-05,167.12649536132812,164.35699462890625,166.88299560546875,164.35699462890625,64302000.0,164.35699462890625
2022-01-06,164.8000030517578,161.93699645996094,163.45050048828125,163.25399780273438,51958000.0,163.25399780273438
2022-01-07,165.24349975585938,162.031005859375,163.83900451660156,162.5540008544922,46606000.0,162.5540008544922
2022-01-10,161.6614990234375,156.30450439453125,160.5854949951172,161.48599243164062,87798000.0,161.48599243164062
2022-01-11,166.35000610351562,160.70150756835938,161.5,165.36199951171875,62806000.0,165.36199951171875
2022-01-12,166.8780059814453,164.41700744628906,166.5749969482422,165.20700073242188,50030000.0,165.20700073242188
2022-01-13,166.22149658203125,161.09100341796875,165.25050354003906,161.21400451660156,52188000.0,161.21400451660156
2022-01-14,162.25,159.80050659179688,160.14999389648438,162.13800048828125,45974000.0,162.13800048828125
2022-01-18,159.7344970703125,157.6645050048828,159.10499572753906,158.91749572753906,67292000.0,158.91749572753906
2022-01-19,159.25,156.25,158.76199340820312,156.2989959716797,53242000.0,156.2989959716797
2022-01-20,158.0,151.3509979248047,156.76600646972656,151.66749572753906,71974000.0,151.66749572753906
2022-01-21,150.89999389648438,142.07049560546875,149.9499969482422,142.64300537109375,163972000.0,142.64300537109375
2022-01-24,144.94500732421875,135.3520050048828,139.0,144.54400634765625,155624000.0,144.54400634765625
2022-01-25,143.60000610351562,138.14500427246094,142.24249267578125,139.98599243164062,90824000.0,139.98599243164062
2022-01-26,145.18499755859375,137.31849670410156,144.75,138.87249755859375,95602000.0,138.87249755859375
2022-01-27,144.24349975585938,139.35000610351562,140.8000030517578,139.6374969482422,77516000.0,139.6374969482422
2022-01-28,143.9980010986328,137.92950439453125,140.86050415039062,143.97799682617188,74392000.0,143.97799682617188
2022-01-31,150.36050415039062,144.30050659179688,144.75,149.57350158691406,78308000.0,149.57350158691406
2022-02-01,151.70799255371094,147.62750244140625,150.0,151.19349670410156,59220000.0,151.19349670410156
2022-02-02,155.0749969482422,148.86349487304688,155.05050659179688,150.6125030517578,87330000.0,150.6125030517578
2022-02-03,144.24749755859375,138.33299255371094,141.7375030517578,138.8455047607422,225532000.0,138.8455047607422
2022-02-04,161.1999969482422,150.60800170898438,155.60650634765625,157.63949584960938,253456000.0,157.63949584960938
2022-02-07,162.6909942626953,157.25,158.52000427246094,157.9355010986328,102624000.0,157.9355010986328
2022-02-08,161.79249572753906,155.55050659179688,156.75050354003906,161.4134979248047,76040000.0,161.4134979248047
2022-02-09,163.83450317382812,160.25,162.87350463867188,161.1894989013672,68786000.0,161.1894989013672
2022-02-10,160.7165069580078,157.75,158.35000610351562,159.0034942626953,68268000.0,159.0034942626953
2022-02-11,159.0,152.73399353027344,158.13450622558594,153.2935028076172,77100000.0,153.2935028076172
2022-02-14,158.44850158691406,151.64999389648438,151.75100708007812,155.16700744628906,83230000.0,155.16700744628906
2022-02-15,158.0070037841797,154.6374969482422,157.60549926757812,156.510498046875,56440000.0,156.510498046875
2022-02-16,158.83399963378906,154.7344970703125,155.79049682617188,158.10049438476562,52704000.0,158.10049438476562
2022-02-17,160.3489990234375,154.5,158.14599609375,154.65249633789062,64032000.0,154.65249633789062
2022-02-18,155.49949645996094,150.89300537109375,155.49949645996094,152.60150146484375,63604000.0,152.60150146484375
2022-02-22,152.9824981689453,148.48550415039062,150.47850036621094,150.19749450683594,66128000.0,150.19749450683594
2022-02-23,151.76300048828125,144.6510009765625,151.65049743652344,144.82699584960938,64244000.0,144.82699584960938
2022-02-24,151.74899291992188,139.5,139.83749389648438,151.35800170898438,100786000.0,151.35800170898438
2022-02-25,153.99000549316406,149.2135009765625,150.5500030517578,153.7884979248047,62396000.0,153.7884979248047
2022-02-28,154.4499969482422,150.85000610351562,152.4250030517578,153.56300354003906,57684000.0,153.56300354003906
2022-03-01,154.0989990234375,149.9770050048828,152.7324981689453,151.14199829101562,44874000.0,151.14199829101562
2022-03-02,152.99949645996094,148.75,150.8489990234375,152.05250549316406,47334000.0,152.05250549316406
2022-03-03,153.9290008544922,146.8560028076172,153.531494140625,147.89849853515625,65198000.0,147.89849853515625
2022-03-04,147.85000610351562,143.8070068359375,147.15899658203125,145.64100646972656,60934000.0,145.64100646972656
2022-03-07,146.09449768066406,137.41650390625,145.44349670410156,137.4530029296875,86934000.0,137.4530029296875
2022-03-08,140.69949340820312,133.57249450683594,136.68350219726562,136.01449584960938,91662000.0,136.01449584960938
2022-03-09,140.25,136.8280029296875,139.5,139.2790069580078,82656000.0,139.2790069580078
2022-03-10,148.67449951171875,143.97799682617188,145.68499755859375,146.8175048828125,135062000.0,146.8175048828125
2022-03-11,149.6750030517578,145.36900329589844,149.57449340820312,145.52450561523438,68900000.0,145.52450561523438
2022-03-14,147.4499969482422,140.88400268554688,145.9810028076172,141.85299682617188,74086000.0,141.85299682617188
2022-03-15,147.98500061035156,142.0,142.85000610351562,147.3665008544922,75584000.0,147.3665008544922
2022-03-16,153.14999389648438,147.35350036621094,148.5,153.10400390625,84958000.0,153.10400390625
2022-03-17,157.49850463867188,152.13999938964844,152.6405029296875,157.23899841308594,72934000.0,157.23899841308594
2022-03-18,161.593994140625,156.01100158691406,156.81300354003906,161.25050354003906,102962000.0,161.25050354003906
2022-03-21,163.08399963378906,159.55299377441406,161.12100219726562,161.4915008544922,66538000.0,161.4915008544922
2022-03-22,166.16700744628906,161.69900512695312,161.8054962158203,164.88900756835938,64086000.0,164.88900756835938
2022-03-23,166.3699951171875,162.68699645996094,163.7050018310547,163.4080047607422,55812000.0,163.4080047607422
2022-03-24,164.11849975585938,160.0500030517578,163.74949645996094,163.64950561523438,56798000.0,163.64950561523438
2022-03-25,165.36849975585938,162.25,164.0,164.77349853515625,49032000.0,164.77349853515625
2022-03-28,169.03750610351562,164.89999389648438,164.97500610351562,168.99049377441406,59854000.0,168.99049377441406
2022-03-29,170.8314971923828,167.86849975585938,170.38400268554688,169.31500244140625,66154000.0,169.31500244140625
2022-03-30,168.95050048828125,165.5,168.50950622558594,166.30099487304688,56168000.0,166.30099487304688
2022-03-31,166.4949951171875,162.95350646972656,166.44500732421875,162.99749755859375,59966000.0,162.99749755859375
2022-04-01,165.82699584960938,162.3195037841797,164.14950561523438,163.55999755859375,57090000.0,163.55999755859375
2022-04-04,168.39450073242188,163.20550537109375,164.125,168.34649658203125,49882000.0,168.34649658203125
2022-04-05,168.11050415039062,163.26600646972656,167.7415008544922,164.05499267578125,53728000.0,164.05499267578125
2022-04-06,162.1999969482422,157.25450134277344,161.65049743652344,158.75599670410156,79056000.0,158.75599670410156
2022-04-07,160.07899475097656,154.51150512695312,158.39999389648438,157.7845001220703,68136000.0,157.7845001220703
2022-04-08,157.36849975585938,154.2310028076172,156.75,154.4604949951172,46002000.0,154.4604949951172
2022-04-11,154.13650512695312,150.5345001220703,152.71299743652344,151.1219940185547,52112000.0,151.1219940185547
2022-04-12,155.0989990234375,150.38299560546875,153.6925048828125,150.78750610351562,55178000.0,150.78750610351562
2022-04-13,156.02499389648438,149.60000610351562,150.01849365234375,155.54100036621094,53390000.0,155.54100036621094
2022-04-14,155.89700317382812,151.4720001220703,155.38999938964844,151.7064971923828,51598000.0,151.7064971923828
2022-04-18,154.0395050048828,150.25050354003906,151.52349853515625,152.78500366210938,46514000.0,152.78500366210938
2022-04-19,158.6490020751953,151.55050659179688,152.0294952392578,158.11549377441406,54926000.0,158.11549377441406
