Date,High,Low,Open,Close,Volume,Adj Close
2022-04-20,157.6024932861328,153.60350036621094,157.6024932861328,153.9980010986328,59630000.0,153.9980010986328
2022-04-21,156.73800659179688,147.58949279785156,154.71400451660156,148.29600524902344,63970000.0,148.29600524902344
2022-04-22,149.61500549316406,143.69749450683594,148.25,144.35000610351562,73078000.0,144.35000610351562
2022-04-25,146.22149658203125,142.30650329589844,144.0229949951172,146.07400512695312,61874000.0,146.07400512695312
2022-04-26,144.8560028076172,138.92950439453125,144.8000030517578,139.39100646972656,77530000.0,139.39100646972656
2022-04-27,141.94850158691406,135.7834930419922,140.19149780273438,138.16700744628906,71336000.0,138.16700744628906
2022-04-28,145.9375,140.3000030517578,142.17799377441406,144.59649658203125,117316000.0,144.59649658203125
2022-04-29,130.76100158691406,121.625,129.8489990234375,124.28150177001953,272662000.0,124.28150177001953
2022-05-02,124.66799926757812,118.375,122.4010009765625,124.5,148788000.0,124.5
2022-05-03,126.22049713134766,122.82499694824219,124.05349731445312,124.25350189208984,79134000.0,124.25350189208984
2022-05-04,126.0,119.18299865722656,123.5999984741211,125.92849731445312,110746000.0,125.92849731445312
2022-05-05,123.4990005493164,115.07250213623047,123.0,116.40699768066406,144392000.0,116.40699768066406
2022-05-06,119.05049896240234,113.08149719238281,114.8499984741211,114.77249908447266,124260000.0,114.77249908447266
2022-05-09,114.0,107.95700073242188,111.3125,108.78900146484375,128124000.0,108.78900146484375
2022-05-10,112.64250183105469,107.1709976196289,111.25,108.85900115966797,105434000.0,108.85900115966797
2022-05-11,110.15599822998047,104.42849731445312,108.10350036621094,105.37200164794922,109704000.0,105.37200164794922
2022-05-12,110.78050231933594,102.40550231933594,102.75,106.93049621582031,132026000.0,106.93049621582031
2022-05-13,113.18399810791016,107.80000305175781,109.06900024414062,113.05500030517578,93684000.0,113.05500030517578
2022-05-16,113.99250030517578,110.35399627685547,113.0999984741211,110.81050109863281,74566000.0,110.81050109863281
2022-05-17,115.80000305175781,111.27649688720703,113.2750015258789,115.36849975585938,76448000.0,115.36849975585938
2022-05-18,112.85299682617188,106.2490005493164,111.43949890136719,107.11250305175781,108380000.0,107.11250305175781
2022-05-19,110.03399658203125,106.19300079345703,106.28050231933594,107.31900024414062,88142000.0,107.31900024414062
2022-05-20,109.89800262451172,105.0094985961914,109.56849670410156,107.59100341796875,99500000.0,107.59100341796875
2022-05-23,108.81900024414062,103.94999694824219,108.46099853515625,107.55699920654297,107798000.0,107.55699920654297
2022-05-24,105.4000015258789,101.26000213623047,104.0250015258789,104.0999984741211,102934000.0,104.0999984741211
2022-05-25,108.17500305175781,103.6500015258789,103.65550231933594,106.7750015258789,93120000.0,106.7750015258789
2022-05-26,112.66549682617188,107.45349884033203,107.97000122070312,111.07749938964844,93002000.0,111.07749938964844
2022-05-27,115.18699645996094,112.62799835205078,113.55000305175781,115.14649963378906,93660000.0,115.14649963378906
2022-05-31,121.99449920654297,115.67500305175781,116.27999877929688,120.20950317382812,144634000.0,120.20950317382812
2022-06-01,125.17900085449219,120.62249755859375,122.25599670410156,121.68399810791016,127528000.0,121.68399810791016
2022-06-02,125.61000061035156,120.04499816894531,121.68399810791016,125.51100158691406,100560000.0,125.51100158691406
2022-06-03,124.4000015258789,121.04650115966797,124.19999694824219,122.3499984741211,97604000.0,122.3499984741211
2022-06-06,128.99000549316406,123.80999755859375,125.25,124.79000091552734,135269000.0,124.79000091552734
2022-06-07,124.0999984741211,120.62999725341797,122.01000213623047,123.0,85156700.0,123.0
2022-06-08,123.75,120.75,122.61000061035156,121.18000030517578,64926600.0,121.18000030517578
2022-06-09,121.30000305175781,116.0999984741211,119.98999786376953,116.1500015258789,67029800.0,116.1500015258789
2022-06-10,114.5,109.05000305175781,113.41999816894531,109.6500015258789,87266000.0,109.6500015258789
2022-06-13,106.54000091552734,101.86000061035156,104.19000244140625,103.66999816894531,99277700.0,103.66999816894531
2022-06-14,104.87999725341797,101.43000030517578,104.19000244140625,102.30999755859375,69728800.0,102.30999755859375
2022-06-15,109.05999755859375,103.52999877929688,103.86000061035156,107.66999816894531,85011100.0,107.66999816894531
2022-06-16,104.58000183105469,102.01000213623047,104.47000122070312,103.66000366210938,82186300.0,103.66000366210938
2022-06-17,106.9800033569336,102.51000213623047,102.80000305175781,106.22000122070312,99772100.0,106.22000122070312
2022-06-21,111.62999725341797,103.55999755859375,108.19999694824219,108.68000030517578,70901200.0,108.68000030517578
2022-06-22,112.12999725341797,107.0199966430664,107.43000030517578,108.94999694824219,60040100.0,108.94999694824219
2022-06-23,113.0,107.93000030517578,110.38999938964844,112.44000244140625,64345300.0,112.44000244140625
2022-06-24,116.70999908447266,111.43000030517578,112.37999725341797,116.45999908447266,69867600.0,116.45999908447266
2022-06-27,117.9800033569336,112.69999694824219,117.08999633789062,113.22000122070312,62133200.0,113.22000122070312
2022-06-28,114.8499984741211,107.04000091552734,113.5,107.4000015258789,74942900.0,107.4000015258789
2022-06-29,110.98999786376953,106.91000366210938,107.37999725341797,108.91999816894531,66375300.0,108.91999816894531
2022-06-30,108.18000030517578,102.5199966430664,108.11000061035156,106.20999908447266,97679400.0,106.20999908447266
2022-07-01,109.75,105.8499984741211,106.29000091552734,109.55999755859375,73021200.0,109.55999755859375
2022-07-05,114.08000183105469,106.31999969482422,107.5999984741211,113.5,76583700.0,113.5
2022-07-06,115.4800033569336,112.01000213623047,113.20999908447266,114.33000183105469,66958900.0,114.33000183105469
2022-07-07,116.98999786376953,113.48999786376953,113.8499984741211,116.33000183105469,57872300.0,116.33000183105469
2022-07-08,116.58000183105469,113.69000244140625,114.5999984741211,115.54000091552734,45719700.0,115.54000091552734
2022-07-11,114.30000305175781,110.87000274658203,114.08000183105469,111.75,53487600.0,111.75
2022-07-12,113.2300033569336,108.33999633789062,112.16000366210938,109.22000122070312,54280300.0,109.22000122070312
2022-07-13,111.77999877929688,106.01000213623047,107.02999877929688,110.4000015258789,61353800.0,110.4000015258789
2022-07-14,111.18000030517578,107.58000183105469,110.23999786376953,110.62999725341797,51163100.0,110.62999725341797
2022-07-15,115.58999633789062,111.58999633789062,112.5,113.55000305175781,84317800.0,113.55000305175781
2022-07-18,117.23999786376953,113.1500015258789,115.0,113.76000213623047,59115400.0,113.76000213623047
2022-07-19,118.94999694824219,114.02999877929688,115.69999694824219,118.20999908447266,60990000.0,118.20999908447266
2022-07-20,123.4800033569336,118.31999969482422,118.62000274658203,122.7699966430664,71268300.0,122.7699966430664
2022-07-21,124.8499984741211,121.26000213623047,123.19999694824219,124.62999725341797,60239900.0,124.62999725341797
2022-07-22,125.5,121.3499984741211,125.01000213623047,122.41999816894531,51463800.0,122.41999816894531
2022-07-25,123.63999938964844,120.02999877929688,122.69999694824219,121.13999938964844,50221300.0,121.13999938964844
2022-07-26,118.1500015258789,114.52999877929688,115.79000091552734,114.80999755859375,67075100.0,114.80999755859375
