0,0.565,0,6.5878,0.0076
0,0.56826,0,6.5793,0.0075973
7.6042e-08,0.57155,3.3356e-16,6.5707,0.0075945
2.3007e-07,0.57484,0,6.562,0.0075918
4.6409e-07,0.57816,0,6.5534,0.007589
7.8012e-07,0.5815,0,6.5446,0.0075862
1.1802e-06,0.58485,0,6.5359,0.0075834
1.6666e-06,0.58822,0,6.527,0.0075806
2.2414e-06,0.59161,0,6.5182,0.0075778
2.9068e-06,0.59502,0,6.5093,0.007575
3.6651e-06,0.59844,0,6.5003,0.0075721
4.5187e-06,0.60188,0,6.4913,0.0075693
5.4699e-06,0.60535,0,6.4822,0.0075664
6.5212e-06,0.60883,0,6.4731,0.0075635
7.675e-06,0.61232,0,6.464,0.0075606
8.934e-06,0.61584,0,6.4548,0.0075577
1.0301e-05,0.61938,0,6.4455,0.0075548
1.1778e-05,0.62293,0,6.4362,0.0075519
1.3368e-05,0.62651,0,6.4269,0.007549
1.5074e-05,0.6301,0,6.4175,0.007546
1.6899e-05,0.63371,0,6.408,0.007543
1.8845e-05,0.63734,0,6.3985,0.00754
2.0917e-05,0.64099,0,6.389,0.0075371
2.3115e-05,0.64466,0,6.3794,0.007534
2.5445e-05,0.64835,0,6.3697,0.007531
2.7909e-05,0.65206,0,6.36,0.007528
3.051e-05,0.65578,0,6.3502,0.0075249
3.3252e-05,0.65953,0,6.3404,0.0075219
3.6138e-05,0.6633,0,6.3306,0.0075188
3.9171e-05,0.66708,0,6.3207,0.0075157
4.2356e-05,0.67089,0,6.3107,0.0075126
4.5695e-05,0.67471,0,6.3007,0.0075095
4.9193e-05,0.67856,0,6.2906,0.0075064
5.2854e-05,0.68242,0,6.2805,0.0075033
5.6681e-05,0.68631,0,6.2704,0.0075001
6.0678e-05,0.69021,0,6.2601,0.0074969
6.485e-05,0.69414,0,6.2499,0.0074938
6.92e-05,0.69808,0,6.2395,0.0074906
7.3734e-05,0.70205,0,6.2291,0.0074874
7.8455e-05,0.70604,0,6.2187,0.0074841
8.3367e-05,0.71004,0,6.2082,0.0074809
8.8477e-05,0.71407,0,6.1977,0.0074776
9.3787e-05,0.71812,0,6.1871,0.0074744
9.9304e-05,0.72219,0,6.1764,0.0074711
0.00010503,0.72628,0,6.1657,0.0074678
0.00011098,0.73039,0,6.155,0.0074645
0.00011714,0.73452,0,6.1441,0.0074612
0.00012353,0.73867,0,6.1333,0.0074579
0.00013016,0.74284,0,6.1223,0.0074545
0.00013702,0.74704,0,6.1114,0.0074511
0.00014412,0.75125,0,6.1003,0.0074478
0.00015148,0.75549,0,6.0892,0.0074444
0.00015908,0.75975,0,6.0781,0.007441
0.00016695,0.76403,0,6.0669,0.0074376
0.00017509,0.76833,0,6.0556,0.0074341
0.0001835,0.77265,0,6.0443,0.0074307
0.00019219,0.777,0,6.0329,0.0074272
0.00020117,0.78136,0,6.0215,0.0074237
0.00021044,0.78575,0,6.01,0.0074202
0.00022002,0.79016,0,5.9984,0.0074167
0.0002299,0.79459,0,5.9868,0.0074132
0.0002401,0.79904,0,5.9752,0.0074097
0.00025061,0.80351,0,5.9634,0.0074061
0.00026147,0.80801,0,5.9517,0.0074025
0.00027265,0.81253,0,5.9398,0.007399
0.00028419,0.81707,0,5.9279,0.0073954
0.00029608,0.82163,0,5.916,0.0073917
0.00030834,0.82622,0,5.9039,0.0073881
0.00032096,0.83083,0,5.8919,0.0073845
0.00033397,0.83546,0,5.8797,0.0073808
0.00034737,0.84011,0,5.8676,0.0073771
0.00036117,0.84478,0,5.8553,0.0073735
0.00037537,0.84948,0,5.843,0.0073697
0.00039,0.8542,0,5.8306,0.007366
0.00040506,0.85894,0,5.8182,0.0073623
0.00042055,0.86371,0,5.8057,0.0073585
0.00043649,0.86849,0,5.7931,0.0073548
0.0004529,0.8733,0,5.7805,0.007351
0.00046978,0.87814,0,5.7679,0.0073472
0.00048714,0.88299,0,5.7551,0.0073434
0.00050499,0.88787,0,5.7423,0.0073396
0.00052335,0.89277,0,5.7295,0.0073357
0.00054223,0.8977,0,5.7166,0.0073318
0.00056164,0.90265,0,5.7036,0.007328
0.0005816,0.90762,0,5.6906,0.0073241
0.00060211,0.91261,0,5.6775,0.0073202
0.00062319,0.91763,0,5.6643,0.0073162
0.00064486,0.92267,0,5.6511,0.0073123
0.00066712,0.92773,0,5.6378,0.0073084
0.00069,0.93282,0,5.6245,0.0073044
0.0007135,0.93793,0,5.611,0.0073004
0.00073765,0.94306,0,5.5976,0.0072964
0.00076245,0.94822,0,5.584,0.0072924
0.00078793,0.9534,0,5.5705,0.0072883
0.0008141,0.9586,0,5.5568,0.0072843
0.00084098,0.96383,0,5.5431,0.0072802
0.00086858,0.96908,0,5.5293,0.0072761
0.00089693,0.97435,0,5.5154,0.007272
0.00092603,0.97965,0,5.5015,0.0072679
0.00095591,0.98497,0,5.4876,0.0072638
0.00098659,0.99031,0,5.4735,0.0072596
0.0010181,0.99568,0,5.4594,0.0072555
0.0010504,1.0011,0,5.4453,0.0072513
0.0010836,1.0065,0,5.4311,0.0072471
0.0011177,1.0119,0,5.4168,0.0072429
0.0011526,1.0174,0,5.4024,0.0072387
0.0011885,1.0229,0,5.388,0.0072344
0.0012253,1.0284,0,5.3735,0.0072302
0.0012631,1.0339,0,5.359,0.0072259
0.0013019,1.0395,0,5.3444,0.0072216
0.0013417,1.045,0,5.3297,0.0072173
0.0013826,1.0506,0,5.315,0.007213
0.0014245,1.0563,0,5.3002,0.0072086
0.0014674,1.0619,0,5.2854,0.0072042
0.0015116,1.0676,0,5.2704,0.0071999
0.0015568,1.0733,0,5.2554,0.0071955
0.0016032,1.079,0,5.2404,0.0071911
0.0016509,1.0848,0,5.2253,0.0071867
0.0016997,1.0905,0,5.2101,0.0071822
0.0017498,1.0963,0,5.1949,0.0071778
0.0018012,1.1021,0,5.1796,0.0071733
0.001854,1.108,0,5.1642,0.0071688
0.0019081,1.1138,0,5.1488,0.0071643
0.0019635,1.1197,0,5.1333,0.0071598
0.0020204,1.1256,0,5.1177,0.0071552
0.0020788,1.1315,0,5.1021,0.0071507
0.0021387,1.1375,0,5.0864,0.0071461
0.0022001,1.1435,0,5.0707,0.0071415
0.002263,1.1495,0,5.0549,0.0071369
0.0023276,1.1555,0,5.039,0.0071323
0.0023938,1.1615,0,5.0231,0.0071277
0.0024617,1.1676,0,5.0071,0.007123
0.0025313,1.1737,0,4.991,0.0071184
0.0026028,1.1798,0,4.9749,0.0071137
0.002676,1.1859,0,4.9587,0.007109
0.0027511,1.1921,0,4.9424,0.0071043
0.0028281,1.1983,0,4.9261,0.0070995
0.002907,1.2045,0,4.9097,0.0070948
0.002988,1.2107,0,4.8933,0.00709
0.003071,1.217,0,4.8768,0.0070852
0.0031561,1.2232,0,4.8602,0.0070805
0.0032434,1.2295,0,4.8436,0.0070756
0.0033329,1.2358,0,4.8269,0.0070708
0.0034247,1.2422,0,4.8102,0.007066
0.0035187,1.2485,0,4.7934,0.0070611
0.0036152,1.2549,0,4.7765,0.0070563
0.0037141,1.2613,0,4.7596,0.0070514
0.0038155,1.2677,0,4.7426,0.0070465
0.0039195,1.2742,0,4.7255,0.0070416
0.0040261,1.2806,0,4.7084,0.0070366
0.0041353,1.2871,0,4.6912,0.0070317
0.0042474,1.2936,0,4.674,0.0070267
0.0043622,1.3001,0,4.6567,0.0070217
0.00448,1.3067,0,4.6393,0.0070167
0.0046007,1.3132,0,4.6219,0.0070117
0.0047245,1.3198,0,4.6045,0.0070067
0.0048514,1.3264,0,4.5869,0.0070017
0.0049815,1.333,0,4.5693,0.0069966
0.0051149,1.3397,0,4.5517,0.0069916
0.0052516,1.3463,0,4.534,0.0069865
0.0053918,1.353,0,4.5162,0.0069814
0.0055355,1.3597,0,4.4984,0.0069763
0.0056828,1.3664,0,4.4805,0.0069712
0.0058338,1.3732,0,4.4626,0.006966
0.0059886,1.3799,0,4.4446,0.0069609
0.0061473,1.3867,0,4.4266,0.0069557
0.0063099,1.3935,0,4.4085,0.0069505
0.0064767,1.4003,0,4.3903,0.0069453
0.0066477,1.4071,0,4.3721,0.0069401
0.0068229,1.414,0,4.3539,0.0069349
0.0070025,1.4208,0,4.3355,0.0069297
0.0071867,1.4277,0,4.3172,0.0069245
0.0073754,1.4346,0,4.2988,0.0069192
0.0075689,1.4415,0,4.2803,0.0069139
0.0077672,1.4484,0,4.2618,0.0069086
0.0079705,1.4554,0,4.2432,0.0069034
0.0081788,1.4623,0,4.2246,0.006898
0.0083924,1.4693,0,4.2059,0.0068927
0.0086113,1.4763,0,4.1872,0.0068874
0.0088357,1.4833,0,4.1684,0.0068821
0.0090657,1.4903,0,4.1496,0.0068767
0.0093014,1.4973,0,4.1307,0.0068713
0.009543,1.5044,0,4.1118,0.006866
0.0097906,1.5114,0,4.0928,0.0068606
0.010044,1.5185,0,4.0738,0.0068552
0.010305,1.5255,0,4.0548,0.0068498
0.010571,1.5326,0,4.0357,0.0068443
0.010844,1.5397,0,4.0165,0.0068389
0.011124,1.5468,0,3.9973,0.0068335
0.011411,1.5539,0,3.9781,0.006828
0.011705,1.5611,0,3.9588,0.0068226
0.012007,1.5682,0,3.9395,0.0068171
0.012315,1.5753,0,3.9201,0.0068116
0.012632,1.5825,0,3.9007,0.0068061
0.012956,1.5897,0,3.8813,0.0068006
