Deposit,Harvest,Lock,Unlock,Withdraw,amount,duration,gasUsed,lockedAmount,lockedDuration,shares,x1,x2
1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.9090735552670482,-1.0,-1.0,-1.0,0.402736611575488,-0.9676976178745125
1.0,0.0,0.0,0.0,0.0,-1.0,-0.8082191780821918,-0.797458098649981,-1.0,-1.0,0.5308315566456632,0.18986742424788158,-0.8933068064272238
1.0,0.0,0.0,0.0,0.0,-1.0,-0.9616438356164384,-0.797458098649981,-1.0,-1.0,0.43492555841896774,0.3429421965669807,-0.893939844986978
1.0,0.0,0.0,0.0,0.0,0.5395191518220428,-1.0,-0.8020221543253864,-1.0,-1.0,0.6466470156323612,0.8290666936595441,-0.7944082741151598
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.8209714453674509,0.5173222476722641,0.5342465753424657,0.5624364041440799,0.9771275925007075,0.44069770343861725
1.0,0.0,0.0,0.0,0.0,0.42653854362654275,-1.0,-0.8464880741268586,-1.0,-1.0,0.38027487516283753,0.8147213330107795,-0.8753012253989892
0.0,0.0,0.0,1.0,0.0,0.6525656970166931,-1.0,-0.7974711140178766,-1.0,-1.0,-1.0,0.8213038290207919,-0.9647983048533137
0.0,1.0,0.0,0.0,0.0,0.6046269414980026,-1.0,-0.4677788298533493,-1.0,-1.0,-1.0,0.7254852805242646,-0.9596939509505595
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7928875352906277,0.6651241838229596,0.9945182014205987,0.7080080371558519,0.9593405741671205,0.7071369874591009
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7929265813943147,0.7220988196138061,0.9999994292237442,0.7631818542463698,0.9569880668572182,0.7176656939946815
0.0,1.0,0.0,0.0,0.0,0.48929283401471135,-1.0,-0.7090175891850969,-1.0,-1.0,-1.0,0.77932985534656,-0.9640635067873345
0.0,1.0,0.0,0.0,0.0,0.5458655060360553,-1.0,-0.7929005506585234,-1.0,-1.0,-1.0,0.8075021245739744,-0.9649991632061505
0.0,1.0,0.0,0.0,0.0,0.560516316114972,-1.0,-0.7176066473822299,-1.0,-1.0,-1.0,0.792256996451167,-0.9640091039235296
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7090045738172013,0.5132803980079577,1.0,0.5613639789384806,0.9586857597821559,0.7030156090616548
0.0,1.0,0.0,0.0,0.0,0.6129713035277162,-1.0,-0.846475058758963,-1.0,-1.0,-1.0,0.826053419395949,-0.9654649423958335
0.0,1.0,0.0,0.0,0.0,0.6156415841497389,-1.0,-0.6094695478352732,-1.0,-1.0,-1.0,0.7726164963767995,-0.9622388669795787
0.0,0.0,0.0,0.0,1.0,0.4826368517057309,-1.0,-0.825852208328317,-1.0,-1.0,0.43463987395077885,0.8201909005944678,-0.8608287777057189
1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.9090735552670482,-1.0,-1.0,-1.0,0.402736611575488,-0.9676976178745125
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.6166301694058594,0.6541690144086014,0.8748304160324709,0.6954557968691932,0.9495332810047804,0.7117725527289225
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.792913566026419,0.6262718738224784,0.8306097158802639,0.6677636660607895,0.9649698900958271,0.6451627705072461
1.0,0.0,0.0,0.0,0.0,0.5535874139969923,-1.0,-0.802035169693282,-1.0,-1.0,0.6403644824753909,0.8311739122392984,-0.7959937875658468
0.0,1.0,0.0,0.0,0.0,0.5935715477946928,-1.0,-0.8880418053616808,-1.0,-1.0,-1.0,0.8313798981027255,-0.9659507602867806
0.0,1.0,0.0,0.0,0.0,0.5723482299121077,-1.0,-0.7764263487446135,-1.0,-1.0,-1.0,0.807343218303242,-0.9647397187445043
1.0,0.0,0.0,0.0,0.0,-1.0,-0.9616438356164384,-0.5164432904151577,-1.0,-1.0,0.4000242116086177,0.041756750527087216,-0.8937686057386935
0.0,0.0,0.0,1.0,0.0,0.5766978772817932,-1.0,-0.797458098649981,-1.0,-1.0,-1.0,0.8123340891280363,-0.9649844730397358
0.0,1.0,0.0,0.0,0.0,0.5820469514827109,-1.0,-0.6049054921598678,-1.0,-1.0,-1.0,0.7656660548233845,-0.9622739407852695
1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.9090735552670482,-1.0,-1.0,-1.0,0.402736611575488,-0.9676976178745125
0.0,1.0,0.0,0.0,0.0,0.5951649167038275,-1.0,-0.7929526121301059,-1.0,-1.0,-1.0,0.8136650543204833,-0.9648872658917403
0.0,1.0,0.0,0.0,0.0,0.6156415841497389,-1.0,-0.6853860195425749,-1.0,-1.0,-1.0,0.7923695042054408,-0.9634083495543494
0.0,0.0,0.0,1.0,0.0,0.6089539396252828,-1.0,-0.7974711140178766,-1.0,-1.0,-1.0,0.8162364229381237,-0.9649085024163669
0.0,1.0,0.0,0.0,0.0,0.6177952245962344,-1.0,-0.8020221543253864,-1.0,-1.0,-1.0,0.818180401400141,-0.9649415114735733
1.0,0.0,0.0,0.0,0.0,0.5208268654111223,-0.9954509132420092,-0.7928875352906277,-1.0,-1.0,0.6056221958534764,0.819569468083019,-0.8106502530542128
0.0,0.0,0.0,1.0,0.0,0.7654869584541477,-1.0,-0.9090735552670482,-1.0,-1.0,-1.0,0.8505758520650353,-0.9657522422141507
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.6853860195425749,0.5028582267585455,-0.9616438356164384,0.46099899658894894,0.8819799129348095,-0.2857203132738936
0.0,0.0,0.0,1.0,0.0,0.5513430509454458,-1.0,-0.8880418053616808,-1.0,-1.0,-1.0,0.8269341401575159,-0.9660356957773781
0.0,1.0,0.0,0.0,0.0,0.6138847244537824,-1.0,-0.8880418053616808,-1.0,-1.0,-1.0,0.8334489928007951,-0.9659075047205679
1.0,0.0,0.0,0.0,0.0,0.42432076789396356,-1.0,-0.8020221543253864,-1.0,-1.0,0.5643636999995818,0.8061344354307053,-0.8268735878870077
0.0,0.0,0.0,1.0,0.0,0.4781197869609799,-1.0,-0.8880418053616808,-1.0,-1.0,-1.0,0.8187337262116207,-0.966168168906048
0.0,1.0,0.0,0.0,0.0,0.586333946184469,-1.0,-0.9090735552670482,-1.0,-1.0,-1.0,0.8342239970625367,-0.9661773727040274
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7090175891850969,0.6255894585757202,-0.04109589041095896,0.6471727184942349,0.9659588160333297,0.1931674489905746
0.0,1.0,0.0,0.0,0.0,0.6156415841497389,-1.0,-0.6853730041746793,-1.0,-1.0,-1.0,0.792366342636856,-0.9634081609940294
0.0,0.0,0.0,0.0,1.0,0.4556698380844224,-1.0,-0.8169952504753321,-1.0,-1.0,0.4085228500233067,0.8114038012722904,-0.8679984336684224
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.6853599888067836,0.5603469307155773,1.0,0.6068194244476259,0.9558518449084074,0.7150360470522223
1.0,0.0,0.0,0.0,0.0,0.6194632167573368,-0.8946055301877219,-0.7928875352906277,-1.0,-1.0,0.704452722350954,0.7863111173046186,-0.7979036622731035
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7090175891850969,0.48594113792105675,-0.9616438356164384,0.44465872706736564,0.8851093606417263,-0.3032935872778797
0.0,1.0,0.0,0.0,0.0,0.5901435637536956,-1.0,-0.8209584299995554,-1.0,-1.0,-1.0,0.8186693045839156,-0.9652288842654099
1.0,0.0,0.0,0.0,0.0,0.5475840014421853,1.0,-0.6853730041746793,-1.0,-1.0,0.5986577551718433,-0.8348655790957856,-0.9152401705001587
1.0,0.0,0.0,0.0,0.0,0.5785153614348304,-0.81365233384069,-0.7928875352906277,-1.0,-1.0,0.6975205456955709,0.7247746709454599,-0.8218949828537756
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7929005506585234,0.6023872903080469,0.9999916286149162,0.6474504737880116,0.9612944522176559,0.6985384369655036
0.0,1.0,0.0,0.0,0.0,0.5771455680240829,-1.0,-0.8371321938378741,-1.0,-1.0,-1.0,0.8203070667463677,-0.9654408595429912
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.6853730041746793,0.42982302275870987,1.0,0.4807153713430836,0.9589272865207277,0.6956737317973032
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.6691037943051258,0.5444720819197411,1.0,0.5915106220388018,0.9552156993870857,0.7160723665218707
1.0,0.0,0.0,0.0,0.0,0.10413000228795566,-0.52130866311517,-0.7929395967622104,-1.0,-1.0,0.593674818533638,0.24482025830295598,-0.9048940002617211
0.0,0.0,0.0,0.0,1.0,0.5212716058389473,-1.0,-0.8689460914307903,-1.0,-1.0,0.47211110995755035,0.8408663658489746,-0.8497609262515379
0.0,1.0,0.0,0.0,0.0,0.5771455680240829,-1.0,-0.8307969635146699,-1.0,-1.0,-1.0,0.8190803195343339,-0.9653698475832659
0.0,0.0,0.0,1.0,0.0,0.6702531238619702,-1.0,-0.7974450832820853,-1.0,-1.0,-1.0,0.823289648035726,-0.9647507909759407
0.0,1.0,0.0,0.0,0.0,0.5559426983614606,-1.0,-0.6853730041746793,-1.0,-1.0,-1.0,0.7834963618168932,-0.9635742242687904
0.0,1.0,0.0,0.0,0.0,0.6069112047593832,-1.0,-0.7451178812716448,-1.0,-1.0,-1.0,0.8049916557714041,-0.9642560853630788
1.0,0.0,0.0,0.0,0.0,0.43296370416230157,-1.0,-0.8208369532325293,-1.0,-1.0,0.38653122645261817,0.8075744620692237,-0.8737248167281307
0.0,1.0,0.0,0.0,0.0,0.5871030853376769,-1.0,-0.6003869902720971,-1.0,-1.0,-1.0,0.7652219284986144,-0.9621838557623129
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7929395967622104,0.5993049382500686,0.9999997463216641,0.6444683806340659,0.9613897943157986,0.6980329887292539
1.0,0.0,0.0,0.0,0.0,-1.0,-0.04109589041095896,-0.7764263487446135,-1.0,-1.0,0.5440975855422854,-0.6630128352458753,-0.9378205077190922
0.0,1.0,0.0,0.0,0.0,0.5966874453502597,-1.0,-0.7929395967622104,-1.0,-1.0,-1.0,0.8138473274027225,-0.9648834719553847
0.0,0.0,0.0,0.0,1.0,0.5931832776122614,-1.0,-0.8689460914307903,-1.0,-1.0,0.5417764639130329,0.8536487031352313,-0.8268843924499714
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.8020091389574907,0.6500822833578757,0.7415033612379502,0.6891980458910587,0.9667656469989495,0.611098144120512
1.0,0.0,0.0,0.0,0.0,0.6215885086641042,-0.9884020801623541,-0.7929005506585234,-1.0,-1.0,0.7222307038801472,0.8358171335596731,-0.7649554707707227
1.0,0.0,0.0,0.0,0.0,-1.0,0.6221173896499239,-0.7764133333767179,-1.0,-1.0,0.515334736969516,-0.8843683503998695,-0.9440149238369394
1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-0.7764133333767179,-1.0,-1.0,0.5703253050771422,-0.9232326841815135,-0.9398892448918876
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.8209584299995554,0.6485493487232021,0.9103080289193304,0.6906601957450991,0.9637674070717841,0.6715230123563591
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7929005506585234,0.5183753393253039,-0.04110083713850832,0.5435519330433798,0.9764764440845277,0.08899947172346294
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.797458098649981,0.6805036150170132,-0.8082191780821918,0.6574710697439259,0.9206805971042844,-0.10085722225875209
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7929265813943147,0.6003640647654112,0.9999991121258245,0.6454834289351223,0.9613570198863403,0.6982087371037118
1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.9090735552670482,-1.0,-1.0,-1.0,0.402736611575488,-0.9676976178745125
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7929005506585234,0.5188120587658569,0.8792144216133941,0.5647138955031976,0.9671785210887472,0.6401624705196642
0.0,1.0,0.0,0.0,0.0,0.586333946184469,-1.0,-0.8020221543253864,-1.0,-1.0,-1.0,0.8144438523545356,-0.9650165123835979
0.0,1.0,0.0,0.0,0.0,0.5966874453502597,-1.0,-0.7090175891850969,-1.0,-1.0,-1.0,0.7953466058498682,-0.9637967442393207
1.0,0.0,0.0,0.0,0.0,0.4711654937265837,-0.9993512810755961,-0.7929265813943147,-1.0,-1.0,0.5340840107211617,0.8102021435442471,-0.8343536055705618
0.0,0.0,0.0,0.0,1.0,0.6796610521725635,-1.0,-0.825852208328317,-1.0,-1.0,0.6255917583060779,0.8566696237976608,-0.7951331670442985
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7929395967622104,0.6331918855353094,0.9999995560629122,0.6772181123082646,0.9603175911482219,0.7035054439297508
0.0,1.0,0.0,0.0,0.0,0.5901435637536956,-1.0,-0.7929395967622104,-1.0,-1.0,-1.0,0.813050363980538,-0.9648990329242222
0.0,1.0,0.0,0.0,0.0,0.5935715477946928,-1.0,-0.7764133333767179,-1.0,-1.0,-1.0,0.810031475749801,-0.9646887973441963
0.0,1.0,0.0,0.0,0.0,0.5511453602494853,-1.0,-0.8689460914307903,-1.0,-1.0,-1.0,0.8234049127104488,-0.9658389249508719
1.0,0.0,0.0,0.0,0.0,0.47138396813985994,-0.9021236047691528,-0.7929005506585234,-1.0,-1.0,0.6598141248810607,0.7585802491853018,-0.8176496895669046
1.0,0.0,0.0,0.0,0.0,0.5284115383528101,-0.8688255961440893,-0.616604138670068,-1.0,-1.0,0.6594561291194734,0.6641589154098051,-0.8211551044567498
0.0,1.0,0.0,0.0,0.0,0.536775155414885,-1.0,-0.6845270052614625,-1.0,-1.0,-1.0,0.7803048056286785,-0.9636120617776927
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.8020091389574907,0.6021492396458117,-0.5803484271943176,0.6008713358212914,0.9480566810163776,-0.07822146979871707
1.0,0.0,0.0,0.0,0.0,0.506313328174961,-1.0,-0.8020221543253864,-1.0,-1.0,0.5756723261007111,0.8212869212306069,-0.8199806015366727
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.8209714453674509,0.5922268071653398,0.9945205479452055,0.6489893181211752,0.963434655085031,0.6869552602591458
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7090175891850969,0.45512447597590255,-0.9616438356164384,0.41491020909917675,0.8835245512738862,-0.33299963326812865
1.0,0.0,0.0,0.0,0.0,0.5314306138306768,-1.0,-0.8020091389574907,-1.0,-1.0,0.5970962508960393,0.8262613307803539,-0.8119071749192366
0.0,1.0,0.0,0.0,0.0,0.6079986375151454,-1.0,-0.8880418053616808,-1.0,-1.0,-1.0,0.8328539612693284,-0.9659202040860184
0.0,0.0,0.0,1.0,0.0,0.4983050352888396,-1.0,-0.7764263487446135,-1.0,-1.0,-1.0,0.7974651029702468,-0.9649023615477401
1.0,0.0,0.0,0.0,0.0,0.5465236861776597,-0.6164383561643836,-0.6853860195425749,-1.0,-1.0,0.5488885771965439,0.43758837819062546,-0.8925109046820323
1.0,0.0,0.0,0.0,0.0,0.5528954459208695,-0.9863591451040081,-0.8630024067584467,-1.0,-1.0,0.631207188586967,0.8418867790253168,-0.8029772209496365
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.8209714453674509,0.6488091536779625,0.2963829274479959,0.6846446414026632,0.9747951075196388,0.3485334632739012
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7929005506585234,0.5119374516092057,-0.6148758244545915,0.5114301872650937,0.9479585438179986,-0.1505742363789698
0.0,1.0,0.0,0.0,0.0,0.5319778173029097,-1.0,-0.9090735552670482,-1.0,-1.0,-1.0,0.8286303736643232,-0.9662813568530028
0.0,0.0,0.0,0.0,1.0,0.42203548947034486,-1.0,-0.6986627794101219,-1.0,-1.0,0.37590245978034553,0.7574916225702546,-0.8759952764407652
1.0,0.0,0.0,0.0,0.0,0.504706888060777,-1.0,-0.7857789751916242,-1.0,-1.0,0.5754666951196379,0.8157969169131485,-0.8200726941373723
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.6166301694058594,0.6403888962380071,-0.041096270928462686,0.6614568948365833,0.9564197906497064,0.24707430891257431
0.0,0.0,0.0,1.0,0.0,0.4839340178976934,-1.0,-0.7764133333767179,-1.0,-1.0,-1.0,0.7954522373302122,-0.9649313294898526
0.0,1.0,0.0,0.0,0.0,0.5506628441480306,-1.0,-0.7356947549151995,-1.0,-1.0,-1.0,0.7951981946900388,-0.9642738992019683
0.0,1.0,0.0,0.0,0.0,0.5723482299121077,-1.0,-0.7090306045529926,-1.0,-1.0,-1.0,0.7918777536054671,-0.9638618432763807
0.0,1.0,0.0,0.0,0.0,0.5744040048481174,-1.0,-0.6049185075277634,-1.0,-1.0,-1.0,0.7643508119938993,-0.9622983392534534
1.0,0.0,0.0,0.0,0.0,-1.0,0.6194545915778793,-0.7764133333767179,-1.0,-1.0,0.681025620766899,-0.8773591622082149,-0.9388908441831421
0.0,0.0,0.0,0.0,1.0,0.485611995229273,-1.0,-0.8689460914307903,-1.0,-1.0,0.4375105191479085,0.8340135512093976,-0.8599729178675937
0.0,1.0,0.0,0.0,0.0,0.6057881121827977,-1.0,-0.6691168096730213,-1.0,-1.0,-1.0,0.7868916092457998,-0.9631989263333166
0.0,1.0,0.0,0.0,0.0,0.5903675785918523,-1.0,-0.7764133333767179,-1.0,-1.0,-1.0,0.809629069646546,-0.9646965848976853
0.0,1.0,0.0,0.0,0.0,0.48929283401471135,-1.0,-0.7928745199227321,-1.0,-1.0,-1.0,0.8000259575652473,-0.9651161824753908
0.0,1.0,0.0,0.0,0.0,0.5744040048481174,-1.0,-0.8209714453674509,-1.0,-1.0,-1.0,0.8168261491932586,-0.9652642679726157
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.7974711140178766,0.5335154437281011,-0.6164383561643836,0.5322035758933081,0.9474278335088536,-0.13606765752771854
0.0,0.0,0.0,1.0,0.0,0.4508299623609655,-1.0,-0.8880418053616808,-1.0,-1.0,-1.0,0.8155074274508509,-0.9662131228445174
0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-0.8020091389574907,0.5906510711434814,-0.5407565956367326,0.5921932323957846,0.9518236989196385,-0.07270361463779743
